stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.494,-7.084,-1.459,-1.620,-1.975,-1.382,1.092,0.153,1.982,855876332.144,0.070
norefined,2,-0.978,-7.071,-1.514,-1.588,-1.898,-1.353,1.081,0.220,1.962,813295358.979,0.138
norefined,3,-0.531,-7.135,-1.683,-1.549,-1.847,-1.261,1.025,0.253,1.977,763487054.068,0.074
norefined,4,-1.019,-7.116,-1.720,-1.518,-1.775,-1.239,1.020,0.310,1.959,704411476.169,0.143
norefined,5,-0.565,-7.178,-1.881,-1.481,-1.726,-1.157,0.967,0.335,1.970,688009840.229,0.079
norefined,6,-1.054,-7.155,-1.906,-1.451,-1.655,-1.141,0.963,0.385,1.952,620871989.847,0.147
norefined,7,-0.595,-7.217,-2.060,-1.416,-1.609,-1.069,0.912,0.399,1.957,627117677.678,0.082
norefined,8,-1.086,-7.192,-2.076,-1.386,-1.538,-1.057,0.908,0.442,1.935,557316402.239,0.151
norefined,9,-0.622,-7.253,-2.223,-1.353,-1.494,-0.993,0.858,0.445,1.935,577086095.001,0.086
norefined,10,-1.113,-7.228,-2.232,-1.324,-1.423,-0.985,0.854,0.481,1.909,507294621.088,0.154
refined,11,-1.113,-7.228,-2.232,-1.324,-1.423,-0.985,0.854,0.481,1.909,507294621.088,0.154
refined,12,-0.423,-1.396,-2.512,1.389,0.737,0.938,-0.449,-0.093,-2.884,1361482032.586,0.303
refined,13,-0.273,-1.806,-0.273,-0.740,-1.147,-1.521,0.138,0.479,2.325,2180623909.967,0.151
refined,14,-0.258,-1.301,-1.263,0.441,0.385,0.244,0.075,-0.153,-0.798,587969139.348,0.198
refined,15,-0.411,-2.330,-1.517,0.183,-0.086,-0.201,0.056,0.094,0.074,136021829.759,0.177
refined,16,-0.683,-3.921,-2.359,0.140,-0.149,-0.225,0.045,0.164,0.068,79826978.689,0.174
refined,17,-0.895,-5.017,-2.996,0.126,-0.037,-0.310,-0.021,0.217,0.089,72661480.354,0.178
refined,18,-0.919,-5.059,-3.086,0.165,-0.026,-0.358,-0.011,0.245,0.075,72456291.114,0.182
refined,19,-0.922,-5.063,-3.098,0.171,-0.027,-0.365,-0.010,0.246,0.071,72452800.914,0.182
refined,20,-0.922,-5.064,-3.100,0.172,-0.027,-0.366,-0.010,0.246,0.070,72452736.002,0.182
