stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,47.803,2.023,0.000,0,9,3107484039.814,418727530.920,76
refined,180.306,2.023,0.000,0,9,3107484039.814,123214038.896,76
