stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.458,"[-2.549, -0.368]",1.090,-2.231,0.029
norefined,c,-5.632,"[-9.801, -1.464]",4.168,-2.254,0.027
norefined,s,-5.173,"[-9.122, -1.225]",3.949,-2.185,0.032
norefined,k0,-0.616,"[-2.242, 1.011]",1.627,-0.631,0.530
norefined,k1,0.006,"[-0.894, 0.906]",0.900,0.011,0.991
norefined,k2,0.829,"[-0.592, 2.251]",1.422,0.973,0.334
norefined,k3,1.282,"[0.072, 2.492]",1.210,1.767,0.082
norefined,k4,-0.207,"[-1.091, 0.678]",0.884,-0.390,0.698
norefined,k5,-0.577,"[-1.536, 0.383]",0.959,-1.002,0.320
refined,tt,-3.708,"[-8.239, 0.823]",4.531,-1.365,0.177
refined,c,-15.130,"[-33.184, 2.924]",18.054,-1.398,0.167
refined,s,-11.188,"[-24.814, 2.438]",13.626,-1.369,0.175
refined,k0,-4.163,"[-9.627, 1.3]",5.463,-1.271,0.208
refined,k1,0.698,"[-0.867, 2.264]",1.565,0.744,0.460
refined,k2,2.519,"[-0.144, 5.181]",2.663,1.578,0.119
refined,k3,-0.981,"[-2.822, 0.859]",1.840,-0.889,0.377
refined,k4,0.143,"[-1.01, 1.297]",1.153,0.207,0.836
refined,k5,2.439,"[-1.171, 6.048]",3.609,1.127,0.264
