stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,14.900,1.727,0.000,0,9,2827081679.736,941879751.202,76
refined,23.836,1.727,0.000,0,9,2827081679.736,672815197.907,76
