stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.007,"[-1.85, -0.163]",0.844,-1.989,0.051
norefined,c,-7.064,"[-12.819, -1.308]",5.755,-2.047,0.045
norefined,s,-2.229,"[-4.407, -0.052]",2.177,-1.708,0.092
norefined,k0,-0.025,"[-1.256, 1.205]",1.230,-0.034,0.973
norefined,k1,-0.946,"[-2.345, 0.453]",1.399,-1.128,0.263
norefined,k2,1.147,"[-1.078, 3.373]",2.225,0.860,0.393
norefined,k3,1.270,"[-0.209, 2.749]",1.479,1.433,0.157
norefined,k4,1.283,"[0.222, 2.344]",1.061,2.017,0.048
norefined,k5,-1.269,"[-3.099, 0.561]",1.830,-1.156,0.252
refined,tt,-9.462,"[-38.281, 19.358]",28.819,-0.548,0.586
refined,c,-63.735,"[-256.553, 129.083]",192.818,-0.551,0.583
refined,s,-30.080,"[-121.75, 61.589]",91.670,-0.547,0.586
refined,k0,-1.943,"[-10.94, 7.054]",8.997,-0.360,0.720
refined,k1,-3.670,"[-27.754, 20.415]",24.085,-0.254,0.800
refined,k2,-2.940,"[-23.404, 17.523]",20.463,-0.240,0.811
refined,k3,20.784,"[-48.431, 89.999]",69.215,0.501,0.618
refined,k4,5.136,"[-12.872, 23.144]",18.008,0.476,0.636
refined,k5,-4.132,"[-20.423, 12.159]",16.291,-0.423,0.674
