attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.107,"[-1.729, -0.484]",0.622,-2.966,0.004,28,0.200,238880119.143,0.163,-1.000,-0.107,0,0,fn
c,-6.942,"[-10.63, -3.253]",3.689,-3.139,0.003,28,0.200,238880119.143,0.163,-6.000,-0.942,0,0,fn
s,-3.061,"[-4.62, -1.502]",1.559,-3.275,0.002,28,0.200,238880119.143,0.163,-3.000,-0.061,0,0,fn
k0,-0.432,"[-1.259, 0.396]",0.827,-0.870,0.387,28,0.200,238880119.143,0.163,0.000,-0.432,0,0,fp
k1,0.025,"[-0.656, 0.706]",0.681,0.061,0.951,28,0.200,238880119.143,0.163,0.000,0.025,0,0,fp
k2,-0.387,"[-1.406, 0.632]",1.019,-0.634,0.528,28,0.200,238880119.143,0.163,0.000,-0.387,0,0,fp
k3,0.012,"[-0.821, 0.846]",0.834,0.025,0.980,28,0.200,238880119.143,0.163,0.000,0.012,0,0,fp
k4,-0.054,"[-0.657, 0.55]",0.604,-0.148,0.883,28,0.200,238880119.143,0.163,0.000,-0.054,0,0,fp
k5,-0.123,"[-0.739, 0.492]",0.615,-0.335,0.739,28,0.200,238880119.143,0.163,0.000,-0.123,0,0,fp
vot,0.159,,,,,28,0.200,238880119.143,0.163,0.167,-0.007,0,0,fn
tt,-9.462,"[-38.281, 19.358]",28.819,-0.548,0.586,28,0.300,672815197.906,0.262,-1.000,-8.462,1,0,fn
c,-63.735,"[-256.553, 129.083]",192.818,-0.551,0.583,28,0.300,672815197.906,0.262,-6.000,-57.735,1,0,fn
s,-30.080,"[-121.75, 61.589]",91.670,-0.547,0.586,28,0.300,672815197.906,0.262,-3.000,-27.080,1,0,fn
k0,-1.943,"[-10.94, 7.054]",8.997,-0.360,0.720,28,0.300,672815197.906,0.262,0.000,-1.943,0,0,fp
k1,-3.670,"[-27.754, 20.415]",24.085,-0.254,0.800,28,0.300,672815197.906,0.262,0.000,-3.670,0,0,fp
k2,-2.940,"[-23.404, 17.523]",20.463,-0.240,0.811,28,0.300,672815197.906,0.262,0.000,-2.940,0,0,fp
k3,20.784,"[-48.431, 89.999]",69.215,0.501,0.618,28,0.300,672815197.906,0.262,0.000,20.784,0,0,fp
k4,5.136,"[-12.872, 23.144]",18.008,0.476,0.636,28,0.300,672815197.906,0.262,0.000,5.136,0,0,fp
k5,-4.132,"[-20.423, 12.159]",16.291,-0.423,0.674,28,0.300,672815197.906,0.262,0.000,-4.132,0,0,fp
vot,0.148,,,,,28,0.300,672815197.906,0.262,0.167,-0.018,0,0,fn
tt,-0.720,"[-1.329, -0.111]",0.609,-1.973,0.053,28,0.400,1077651300.787,0.335,-1.000,0.280,0,0,fn
c,-3.911,"[-7.607, -0.216]",3.696,-1.765,0.082,28,0.400,1077651300.787,0.335,-6.000,2.089,0,0,fn
s,-1.923,"[-3.532, -0.314]",1.609,-1.993,0.050,28,0.400,1077651300.787,0.335,-3.000,1.077,0,0,fn
k0,-1.285,"[-2.789, 0.219]",1.504,-1.425,0.159,28,0.400,1077651300.787,0.335,0.000,-1.285,0,0,fp
k1,0.143,"[-0.793, 1.079]",0.936,0.255,0.799,28,0.400,1077651300.787,0.335,0.000,0.143,0,0,fp
k2,0.092,"[-1.208, 1.392]",1.300,0.118,0.907,28,0.400,1077651300.787,0.335,0.000,0.092,0,0,fp
k3,0.419,"[-0.794, 1.633]",1.213,0.577,0.566,28,0.400,1077651300.787,0.335,0.000,0.419,0,0,fp
k4,0.105,"[-0.717, 0.927]",0.822,0.213,0.832,28,0.400,1077651300.787,0.335,0.000,0.105,0,0,fp
k5,0.592,"[-0.248, 1.433]",0.841,1.175,0.244,28,0.400,1077651300.787,0.335,0.000,0.592,0,0,fp
vot,0.184,,,,,28,0.400,1077651300.787,0.335,0.167,0.017,0,0,fn
