stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-1.182,-6.705,-1.253,0.520,-0.623,1.965,1.849,1.998,-1.360,2910632641.663,1584,0,0,0.176
norefined,2,-0.907,-6.839,-1.471,0.337,-0.694,1.805,1.697,1.853,-1.382,2165418621.632,1584,0,0,0.133
norefined,3,-0.621,-6.935,-1.697,0.153,-0.763,1.635,1.576,1.698,-1.340,1747259961.849,1584,0,0,0.090
norefined,4,-0.582,-7.040,-1.863,-0.064,-0.868,1.422,1.387,1.452,-1.233,1528407199.151,1584,0,0,0.083
norefined,5,-0.820,-7.088,-2.025,-0.258,-0.931,1.287,1.225,1.245,-1.045,1443250867.182,1584,0,0,0.116
norefined,6,-0.422,-7.115,-2.224,-0.384,-0.885,1.230,1.174,1.155,-0.907,1564489656.734,1584,0,0,0.059
norefined,7,-0.920,-7.090,-2.206,-0.383,-0.911,1.228,1.164,1.137,-0.903,1394344640.354,1584,0,0,0.130
norefined,8,-0.499,-7.117,-2.383,-0.500,-0.866,1.179,1.124,1.064,-0.778,1475363712.385,1584,0,0,0.070
norefined,9,-0.997,-7.087,-2.361,-0.497,-0.885,1.180,1.120,1.049,-0.773,1354871250.397,1584,0,0,0.141
norefined,10,-0.562,-7.113,-2.521,-0.610,-0.844,1.134,1.088,0.989,-0.658,1415326813.392,1584,0,0,0.079
refined,11,-0.997,-7.087,-2.361,-0.497,-0.885,1.180,1.120,1.049,-0.773,1354871250.397,1584,0,0,0.141
refined,12,-0.416,-1.366,-0.940,-1.539,0.659,-0.673,0.109,-0.158,1.441,1411810154.681,1584,0,0,0.305
refined,13,-0.559,-2.565,-1.494,-1.239,0.283,-0.116,0.184,0.005,0.810,1100887735.203,1584,0,0,0.218
refined,14,-0.671,-3.498,-1.791,-1.281,0.219,0.055,0.324,0.068,0.649,1079414261.363,1584,0,0,0.192
refined,15,-0.706,-3.815,-1.877,-1.274,0.159,0.092,0.403,0.105,0.608,1077755795.062,1584,0,0,0.185
refined,16,-0.717,-3.893,-1.914,-1.282,0.148,0.093,0.416,0.105,0.597,1077658698.262,1584,0,0,0.184
refined,17,-0.719,-3.904,-1.919,-1.283,0.144,0.092,0.418,0.105,0.593,1077651870.655,1584,0,0,0.184
refined,18,-0.720,-3.910,-1.923,-1.285,0.144,0.092,0.419,0.105,0.593,1077651347.976,1584,0,0,0.184
refined,19,-0.720,-3.910,-1.923,-1.285,0.143,0.092,0.419,0.105,0.592,1077651304.739,1584,0,0,0.184
refined,20,-0.720,-3.911,-1.923,-1.285,0.143,0.092,0.419,0.105,0.592,1077651300.787,1584,0,0,0.184
