stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.599,"[-1.023, -0.174]",0.424,-2.352,0.022
norefined,c,-7.245,"[-12.437, -2.053]",5.192,-2.327,0.023
norefined,s,-2.294,"[-3.904, -0.684]",1.610,-2.377,0.020
norefined,k0,-0.015,"[-0.897, 0.868]",0.883,-0.028,0.978
norefined,k1,-1.037,"[-2.17, 0.095]",1.133,-1.528,0.131
norefined,k2,1.040,"[-0.39, 2.469]",1.429,1.213,0.229
norefined,k3,0.789,"[-0.262, 1.84]",1.051,1.252,0.215
norefined,k4,0.911,"[-0.109, 1.931]",1.020,1.490,0.141
norefined,k5,-0.992,"[-2.167, 0.184]",1.175,-1.407,0.164
refined,tt,-1.107,"[-1.729, -0.484]",0.622,-2.966,0.004
refined,c,-6.942,"[-10.63, -3.253]",3.689,-3.139,0.003
refined,s,-3.061,"[-4.62, -1.502]",1.559,-3.275,0.002
refined,k0,-0.432,"[-1.259, 0.396]",0.827,-0.870,0.387
refined,k1,0.025,"[-0.656, 0.706]",0.681,0.061,0.951
refined,k2,-0.387,"[-1.406, 0.632]",1.019,-0.634,0.528
refined,k3,0.012,"[-0.821, 0.846]",0.834,0.025,0.980
refined,k4,-0.054,"[-0.657, 0.55]",0.604,-0.148,0.883
refined,k5,-0.123,"[-0.739, 0.492]",0.615,-0.335,0.739
