stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,14.478,1.727,0.000,0,9,3989790284.483,1354871250.397,76
refined,20.117,1.727,0.000,0,9,3989790284.483,1077651300.788,76
