stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,91.820,2.023,0.000,0,9,2682769204.178,201196236.384,76
refined,165.011,2.023,0.000,0,9,2682769204.178,115808011.082,76
