stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-1.376,-4.818,-3.740,-1.013,0.406,-0.218,-1.745,-1.203,-0.913,1277713241.523,1584,0,0,0.286
norefined,2,-0.901,-4.873,-3.867,-1.014,0.388,-0.213,-1.677,-1.211,-0.888,1045838783.882,1584,0,0,0.185
norefined,3,-0.550,-5.094,-3.684,-0.993,0.362,-0.159,-1.533,-1.225,-0.748,979075999.816,1584,0,0,0.108
norefined,4,-0.961,-5.216,-3.477,-1.010,0.367,-0.117,-1.422,-1.220,-0.653,983369596.274,1584,0,0,0.184
norefined,5,-0.496,-5.308,-3.521,-0.952,0.320,-0.070,-1.313,-1.201,-0.589,948198315.405,1584,0,0,0.094
norefined,6,-0.981,-5.328,-3.436,-0.978,0.332,-0.050,-1.247,-1.171,-0.555,961347693.487,1584,0,0,0.184
norefined,7,-0.512,-5.405,-3.497,-0.918,0.289,-0.005,-1.149,-1.144,-0.503,924014495.400,1584,0,0,0.095
norefined,8,-0.999,-5.415,-3.422,-0.945,0.303,0.015,-1.088,-1.112,-0.473,942901074.692,1584,0,0,0.185
norefined,9,-0.527,-5.484,-3.489,-0.885,0.263,0.057,-0.997,-1.081,-0.429,904461669.902,1584,0,0,0.096
norefined,10,-1.015,-5.487,-3.416,-0.914,0.279,0.079,-0.941,-1.050,-0.402,926692651.582,1584,0,0,0.185
refined,11,-0.527,-5.484,-3.489,-0.885,0.263,0.057,-0.997,-1.081,-0.429,904461669.902,1584,0,0,0.096
refined,12,-0.532,-3.163,-1.529,-0.603,0.156,1.298,1.036,0.708,0.854,958671614.528,1584,0,0,0.168
refined,13,0.054,-0.542,-0.308,-0.596,0.254,-0.130,-0.162,-0.053,0.041,1422333165.640,1584,0,0,-0.101
refined,14,-0.119,-1.091,-0.596,-0.370,0.182,0.340,0.144,0.202,0.227,535891544.135,1584,0,0,0.109
refined,15,-0.146,-1.340,-0.697,-0.463,0.195,0.450,0.188,0.215,0.269,512395711.859,1584,0,0,0.109
refined,16,-0.152,-1.402,-0.726,-0.489,0.196,0.465,0.204,0.229,0.283,511321189.240,1584,0,0,0.109
refined,17,-0.154,-1.413,-0.732,-0.494,0.195,0.466,0.207,0.232,0.286,511280941.453,1584,0,0,0.109
refined,18,-0.154,-1.415,-0.733,-0.494,0.195,0.466,0.207,0.232,0.286,511279499.424,1584,0,0,0.109
refined,19,-0.154,-1.415,-0.733,-0.495,0.195,0.466,0.207,0.233,0.286,511279448.568,1584,0,0,0.109
refined,20,-0.154,-1.415,-0.733,-0.495,0.195,0.466,0.207,0.233,0.286,511279446.781,1584,0,0,0.109
