stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.024,"[-1.73, -0.317]",0.706,-2.892,0.005
norefined,c,-5.604,"[-9.28, -1.928]",3.676,-3.043,0.003
norefined,s,-3.316,"[-5.397, -1.235]",2.081,-3.180,0.002
norefined,k0,-0.641,"[-1.495, 0.213]",0.854,-1.498,0.139
norefined,k1,0.707,"[-0.063, 1.476]",0.770,1.833,0.071
norefined,k2,0.016,"[-1.243, 1.276]",1.260,0.026,0.979
norefined,k3,-0.884,"[-2.043, 0.274]",1.159,-1.524,0.132
norefined,k4,-0.957,"[-1.995, 0.082]",1.038,-1.839,0.070
norefined,k5,-0.542,"[-1.497, 0.413]",0.955,-1.133,0.261
refined,tt,-0.939,"[-1.4, -0.477]",0.461,-4.060,0.000
refined,c,-6.409,"[-9.156, -3.662]",2.747,-4.657,0.000
refined,s,-3.253,"[-4.675, -1.83]",1.422,-4.565,0.000
refined,k0,-0.748,"[-1.484, -0.012]",0.736,-2.029,0.046
refined,k1,0.895,"[0.249, 1.541]",0.646,2.765,0.007
refined,k2,0.437,"[-0.592, 1.467]",1.029,0.848,0.400
refined,k3,0.055,"[-0.582, 0.692]",0.637,0.172,0.864
refined,k4,-0.073,"[-0.68, 0.533]",0.607,-0.241,0.810
refined,k5,-0.121,"[-0.747, 0.505]",0.626,-0.387,0.700
