stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.476,"[-2.491, -0.461]",1.015,-2.426,0.018
norefined,c,-5.727,"[-9.918, -1.537]",4.191,-2.279,0.026
norefined,s,-3.392,"[-5.888, -0.897]",2.495,-2.267,0.027
norefined,k0,-0.175,"[-1.542, 1.192]",1.367,-0.213,0.832
norefined,k1,0.670,"[-0.631, 1.971]",1.301,0.859,0.393
norefined,k2,-0.478,"[-1.336, 0.381]",0.858,-0.928,0.357
norefined,k3,0.046,"[-1.165, 1.256]",1.211,0.063,0.950
norefined,k4,-0.440,"[-1.538, 0.658]",1.098,-0.668,0.506
norefined,k5,0.675,"[-0.477, 1.827]",1.152,0.977,0.332
refined,tt,-1.709,"[-2.657, -0.761]",0.948,-3.007,0.004
refined,c,-9.224,"[-14.455, -3.993]",5.231,-2.941,0.004
refined,s,-4.630,"[-7.313, -1.947]",2.683,-2.879,0.005
refined,k0,-0.803,"[-1.955, 0.348]",1.151,-1.164,0.249
refined,k1,0.897,"[-0.282, 2.076]",1.179,1.269,0.209
refined,k2,0.226,"[-0.704, 1.156]",0.930,0.405,0.687
refined,k3,-0.138,"[-1.099, 0.824]",0.961,-0.239,0.812
refined,k4,1.096,"[-0.048, 2.241]",1.145,1.597,0.115
refined,k5,0.585,"[-0.417, 1.588]",1.002,0.974,0.334
