stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,12.305,1.727,0.000,0,9,3978122564.916,1499555559.406,76
refined,12.305,1.727,0.000,0,9,3978122564.916,1499555559.406,76
