attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.709,"[-2.657, -0.761]",0.948,-3.007,0.004,8,0.200,373429164.204,0.194,-1.000,-0.709,0,0,fn
c,-9.224,"[-14.455, -3.993]",5.231,-2.941,0.004,8,0.200,373429164.204,0.194,-6.000,-3.224,0,0,fn
s,-4.630,"[-7.313, -1.947]",2.683,-2.879,0.005,8,0.200,373429164.204,0.194,-3.000,-1.630,0,0,fn
k0,-0.803,"[-1.955, 0.348]",1.151,-1.164,0.249,8,0.200,373429164.204,0.194,0.000,-0.803,0,0,fp
k1,0.897,"[-0.282, 2.076]",1.179,1.269,0.209,8,0.200,373429164.204,0.194,0.000,0.897,0,0,fp
k2,0.226,"[-0.704, 1.156]",0.930,0.405,0.687,8,0.200,373429164.204,0.194,0.000,0.226,0,0,fp
k3,-0.138,"[-1.099, 0.824]",0.961,-0.239,0.812,8,0.200,373429164.204,0.194,0.000,-0.138,0,0,fp
k4,1.096,"[-0.048, 2.241]",1.145,1.597,0.115,8,0.200,373429164.204,0.194,0.000,1.096,0,0,fp
k5,0.585,"[-0.417, 1.588]",1.002,0.974,0.334,8,0.200,373429164.204,0.194,0.000,0.585,0,0,fp
vot,0.185,,,,,8,0.200,373429164.204,0.194,0.167,0.019,0,0,fn
tt,-0.609,"[-0.93, -0.288]",0.321,-3.160,0.002,8,0.300,567554417.119,0.240,-1.000,0.391,0,0,fn
c,-3.607,"[-5.354, -1.86]",1.747,-3.444,0.001,8,0.300,567554417.119,0.240,-6.000,2.393,0,0,fn
s,-1.881,"[-2.862, -0.901]",0.980,-3.201,0.002,8,0.300,567554417.119,0.240,-3.000,1.119,0,0,fn
k0,0.116,"[-0.47, 0.702]",0.586,0.331,0.742,8,0.300,567554417.119,0.240,0.000,0.116,0,0,fp
k1,0.332,"[-0.267, 0.93]",0.598,0.925,0.358,8,0.300,567554417.119,0.240,0.000,0.332,0,0,fp
k2,-0.140,"[-0.628, 0.347]",0.487,-0.481,0.632,8,0.300,567554417.119,0.240,0.000,-0.140,0,0,fp
k3,0.372,"[-0.191, 0.936]",0.563,1.102,0.274,8,0.300,567554417.119,0.240,0.000,0.372,0,0,fp
k4,-0.240,"[-0.754, 0.274]",0.514,-0.780,0.438,8,0.300,567554417.119,0.240,0.000,-0.240,0,0,fp
k5,0.195,"[-0.304, 0.694]",0.499,0.652,0.517,8,0.300,567554417.119,0.240,0.000,0.195,0,0,fp
vot,0.169,,,,,8,0.300,567554417.119,0.240,0.167,0.002,0,0,fn
tt,-0.941,"[-2.131, 0.249]",1.190,-1.318,0.192,8,0.400,1499555559.407,0.399,-1.000,0.059,1,0,fn
c,-5.741,"[-13.08, 1.599]",7.340,-1.305,0.197,8,0.400,1499555559.407,0.399,-6.000,0.259,1,0,fn
s,-3.174,"[-7.25, 0.902]",4.076,-1.299,0.198,8,0.400,1499555559.407,0.399,-3.000,-0.174,1,0,fn
k0,0.654,"[-1.146, 2.454]",1.800,0.606,0.546,8,0.400,1499555559.407,0.399,0.000,0.654,0,0,fp
k1,0.399,"[-1.268, 2.065]",1.667,0.399,0.691,8,0.400,1499555559.407,0.399,0.000,0.399,0,0,fp
k2,-0.270,"[-1.603, 1.064]",1.333,-0.337,0.737,8,0.400,1499555559.407,0.399,0.000,-0.270,0,0,fp
k3,-0.526,"[-2.045, 0.993]",1.519,-0.578,0.565,8,0.400,1499555559.407,0.399,0.000,-0.526,0,0,fp
k4,-0.698,"[-2.441, 1.045]",1.743,-0.668,0.506,8,0.400,1499555559.407,0.399,0.000,-0.698,0,0,fp
k5,0.633,"[-0.943, 2.208]",1.576,0.670,0.505,8,0.400,1499555559.407,0.399,0.000,0.633,0,0,fp
vot,0.164,,,,,8,0.400,1499555559.407,0.399,0.167,-0.003,0,0,fn
