stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,65.907,2.023,0.000,0,9,3052373879.760,309784740.240,76
refined,179.113,2.023,0.000,0,9,3052373879.760,121802613.737,76
