stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-0.580,-5.091,-4.472,1.517,-0.167,0.490,-0.767,-0.339,-0.726,762195470.330,1584,0,0,0.114
norefined,2,-1.076,-5.063,-4.440,1.492,-0.180,0.507,-0.754,-0.362,-0.707,335377425.964,1584,0,0,0.213
norefined,3,-1.361,-5.231,-4.198,1.356,-0.159,0.312,-0.872,-0.328,-0.807,360661965.787,1584,0,0,0.260
norefined,4,-0.884,-5.339,-4.209,1.311,-0.137,0.252,-0.901,-0.325,-0.871,360936779.030,1584,0,0,0.166
norefined,5,-1.377,-5.317,-4.138,1.279,-0.150,0.239,-0.905,-0.332,-0.858,343035475.914,1584,0,0,0.259
norefined,6,-0.898,-5.421,-4.151,1.238,-0.128,0.188,-0.930,-0.331,-0.920,338064020.925,1584,0,0,0.166
norefined,7,-1.391,-5.393,-4.086,1.210,-0.140,0.181,-0.927,-0.339,-0.897,330053418.201,1584,0,0,0.258
norefined,8,-0.910,-5.494,-4.100,1.173,-0.117,0.136,-0.951,-0.340,-0.957,321554404.883,1584,0,0,0.166
norefined,9,-1.404,-5.462,-4.042,1.149,-0.127,0.135,-0.941,-0.350,-0.926,320321575.649,1584,0,0,0.257
norefined,10,-0.921,-5.561,-4.057,1.114,-0.105,0.095,-0.964,-0.351,-0.984,309784740.240,1584,0,0,0.166
refined,11,-0.921,-5.561,-4.057,1.114,-0.105,0.095,-0.964,-0.351,-0.984,309784740.240,1584,0,0,0.166
refined,12,-0.849,-5.404,-1.976,-0.270,0.310,-0.106,0.348,0.399,0.660,216060523.002,1584,0,0,0.157
refined,13,-1.046,-6.555,-2.823,-0.141,-0.075,0.099,0.254,0.231,0.315,130061221.369,1584,0,0,0.160
refined,14,-1.256,-7.921,-3.528,0.028,-0.174,0.062,0.119,0.086,0.393,122496771.562,1584,0,0,0.159
refined,15,-1.316,-8.322,-3.754,0.117,-0.178,0.029,0.047,0.056,0.424,121843710.637,1584,0,0,0.158
refined,16,-1.328,-8.396,-3.809,0.142,-0.171,0.022,0.024,0.061,0.427,121804824.626,1584,0,0,0.158
refined,17,-1.332,-8.421,-3.823,0.146,-0.173,0.021,0.023,0.063,0.429,121802766.473,1584,0,0,0.158
refined,18,-1.333,-8.429,-3.826,0.146,-0.173,0.021,0.024,0.064,0.430,121802626.697,1584,0,0,0.158
refined,19,-1.333,-8.431,-3.827,0.146,-0.173,0.022,0.024,0.064,0.430,121802614.822,1584,0,0,0.158
refined,20,-1.334,-8.432,-3.828,0.146,-0.173,0.022,0.024,0.064,0.430,121802613.737,1584,0,0,0.158
