stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,41.641,1.857,0.000,38,0,9,1121611923.959,80557581.845
refined,125.710,1.857,0.000,38,0,9,1121611923.959,28030932.819
