stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-1.578,-7.391,-2.922,0.741,0.456,1.672,-1.427,-0.883,-0.358,681003904.354,1584,0,0,0.214
norefined,2,-1.099,-7.456,-3.024,0.756,0.416,1.646,-1.398,-0.860,-0.392,548494414.494,1584,0,0,0.147
norefined,3,-1.521,-7.404,-3.057,0.801,0.359,1.691,-1.214,-0.695,-0.389,582480548.293,1584,0,0,0.205
norefined,4,-1.037,-7.469,-3.141,0.805,0.321,1.647,-1.195,-0.678,-0.417,489793819.885,1584,0,0,0.139
norefined,5,-1.487,-7.411,-3.154,0.842,0.287,1.690,-1.045,-0.548,-0.400,528752450.375,1584,0,0,0.201
norefined,6,-1.001,-7.475,-3.229,0.844,0.256,1.642,-1.028,-0.534,-0.419,449514919.892,1584,0,0,0.134
norefined,7,-1.468,-7.416,-3.225,0.870,0.233,1.678,-0.907,-0.433,-0.400,496427215.663,1584,0,0,0.198
norefined,8,-0.981,-7.478,-3.295,0.871,0.208,1.631,-0.890,-0.421,-0.414,420656225.012,1584,0,0,0.131
norefined,9,-1.458,-7.421,-3.280,0.890,0.190,1.661,-0.789,-0.340,-0.396,474786274.304,1584,0,0,0.196
norefined,10,-0.969,-7.483,-3.345,0.890,0.171,1.614,-0.773,-0.330,-0.407,399033249.653,1584,0,0,0.130
refined,11,-0.969,-7.483,-3.345,0.890,0.171,1.614,-0.773,-0.330,-0.407,399033249.653,1584,0,0,0.130
refined,12,-0.560,-3.014,-1.404,0.578,0.054,-0.674,0.966,-0.139,-0.144,306276958.997,1584,0,0,0.186
refined,13,-0.493,-3.163,-1.434,0.472,-0.039,0.269,0.288,-0.135,-0.139,188240521.467,1584,0,0,0.156
refined,14,-0.519,-3.266,-1.508,0.495,-0.060,0.235,0.356,-0.155,-0.149,186959113.008,1584,0,0,0.159
refined,15,-0.538,-3.381,-1.562,0.511,-0.060,0.232,0.367,-0.160,-0.148,186760288.556,1584,0,0,0.159
refined,16,-0.551,-3.468,-1.601,0.523,-0.058,0.229,0.373,-0.162,-0.150,186661385.929,1584,0,0,0.159
refined,17,-0.561,-3.533,-1.630,0.532,-0.056,0.227,0.378,-0.163,-0.150,186610623.427,1584,0,0,0.159
refined,18,-0.569,-3.581,-1.651,0.539,-0.054,0.225,0.382,-0.164,-0.151,186584388.031,1584,0,0,0.159
refined,19,-0.574,-3.616,-1.667,0.544,-0.053,0.224,0.384,-0.164,-0.151,186570776.056,1584,0,0,0.159
refined,20,-0.578,-3.642,-1.679,0.547,-0.052,0.223,0.386,-0.164,-0.151,186563696.900,1584,0,0,0.159
