stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.293,"[-2.435, -0.151]",1.142,-1.889,0.063
norefined,c,-4.567,"[-9.644, 0.51]",5.077,-1.500,0.138
norefined,s,-4.467,"[-8.135, -0.8]",3.668,-2.032,0.046
norefined,k0,-0.948,"[-2.302, 0.407]",1.354,-1.167,0.247
norefined,k1,-0.448,"[-1.391, 0.495]",0.943,-0.793,0.431
norefined,k2,0.652,"[-0.794, 2.099]",1.447,0.752,0.455
norefined,k3,-0.422,"[-1.569, 0.726]",1.148,-0.613,0.542
norefined,k4,-0.573,"[-1.797, 0.651]",1.224,-0.781,0.438
norefined,k5,-0.660,"[-2.047, 0.727]",1.387,-0.794,0.430
refined,tt,-0.456,"[-0.625, -0.288]",0.169,-4.512,0.000
refined,c,-2.394,"[-3.351, -1.436]",0.958,-4.170,0.000
refined,s,-1.508,"[-2.034, -0.981]",0.527,-4.776,0.000
refined,k0,-0.121,"[-0.46, 0.218]",0.339,-0.596,0.553
refined,k1,-0.142,"[-0.456, 0.172]",0.314,-0.755,0.453
refined,k2,0.259,"[-0.094, 0.612]",0.353,1.223,0.225
refined,k3,-0.451,"[-0.788, -0.115]",0.337,-2.235,0.029
refined,k4,-0.094,"[-0.454, 0.266]",0.360,-0.437,0.663
refined,k5,0.416,"[0.063, 0.768]",0.353,1.966,0.053
