stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.548,"[-1.358, 0.261]",0.810,-1.352,0.181
norefined,c,-7.297,"[-17.715, 3.121]",10.418,-1.398,0.167
norefined,s,-2.294,"[-5.513, 0.924]",3.219,-1.423,0.159
norefined,k0,1.433,"[-1.961, 4.827]",3.394,0.843,0.402
norefined,k1,1.234,"[-1.787, 4.255]",3.021,0.815,0.418
norefined,k2,0.805,"[-1.65, 3.26]",2.455,0.655,0.515
norefined,k3,-0.676,"[-3.031, 1.678]",2.354,-0.574,0.568
norefined,k4,0.119,"[-1.135, 1.373]",1.254,0.189,0.850
norefined,k5,-0.680,"[-2.749, 1.389]",2.069,-0.656,0.514
refined,tt,-0.155,"[-0.208, -0.102]",0.053,-5.859,0.000
refined,c,-1.366,"[-1.809, -0.922]",0.443,-6.149,0.000
refined,s,-0.670,"[-0.964, -0.377]",0.293,-4.560,0.000
refined,k0,0.027,"[-0.267, 0.322]",0.294,0.186,0.853
refined,k1,0.346,"[-0.023, 0.715]",0.369,1.874,0.065
refined,k2,0.287,"[-0.145, 0.718]",0.432,1.325,0.190
refined,k3,0.298,"[-0.036, 0.633]",0.334,1.780,0.080
refined,k4,0.458,"[0.18, 0.736]",0.278,3.284,0.002
refined,k5,-0.200,"[-0.549, 0.148]",0.349,-1.147,0.256
