stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.777,"[-1.305, -0.25]",0.527,-2.459,0.017
norefined,c,-4.646,"[-7.627, -1.666]",2.981,-2.600,0.011
norefined,s,-2.862,"[-4.667, -1.057]",1.805,-2.645,0.010
norefined,k0,0.479,"[-0.492, 1.45]",0.971,0.823,0.413
norefined,k1,-1.091,"[-2.391, 0.209]",1.300,-1.399,0.166
norefined,k2,-0.285,"[-1.212, 0.643]",0.928,-0.511,0.611
norefined,k3,-0.559,"[-1.735, 0.617]",1.176,-0.793,0.431
norefined,k4,0.720,"[-0.415, 1.856]",1.136,1.058,0.294
norefined,k5,0.306,"[-0.762, 1.374]",1.068,0.478,0.635
refined,tt,-2.529,"[-5.675, 0.617]",3.146,-1.341,0.185
refined,c,-18.010,"[-39.54, 3.519]",21.529,-1.395,0.168
refined,s,-7.885,"[-17.771, 2.001]",9.886,-1.330,0.188
refined,k0,-1.964,"[-5.368, 1.44]",3.404,-0.962,0.339
refined,k1,0.839,"[-2.393, 4.071]",3.232,0.433,0.667
refined,k2,2.328,"[-1.042, 5.698]",3.370,1.152,0.253
refined,k3,-0.744,"[-3.639, 2.151]",2.895,-0.429,0.670
refined,k4,-1.590,"[-6.366, 3.185]",4.775,-0.555,0.580
refined,k5,0.411,"[-2.277, 3.1]",2.689,0.255,0.799
