attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.109,"[-1.462, -0.756]",0.353,-5.233,0.000,4.984,ngd,43,270202919.262,0.168,-1.000,-0.109,0,0,fn
c,-5.288,"[-6.901, -3.675]",1.613,-5.463,0.000,4.984,ngd,43,270202919.262,0.168,-6.000,0.712,0,0,fn
s,-3.274,"[-4.337, -2.211]",1.063,-5.131,0.000,4.984,ngd,43,270202919.262,0.168,-3.000,-0.274,0,0,fn
vot,0.210,,,,,4.984,ngd,43,270202919.262,0.168,0.167,0.043,0,0,fn
tt,-1.731,"[-3.108, -0.353]",1.378,-2.093,0.040,5.399,lm,43,1054922276.037,0.333,-1.000,-0.731,0,0,fn
c,-4.124,"[-7.334, -0.913]",3.211,-2.140,0.036,5.399,lm,43,1054922276.037,0.333,-6.000,1.876,0,0,fn
s,-4.261,"[-7.927, -0.595]",3.666,-1.937,0.057,5.399,lm,43,1054922276.037,0.333,-3.000,-1.261,0,0,fn
vot,0.420,,,,,5.399,lm,43,1054922276.037,0.333,0.167,0.253,0,0,fn
tt,-0.880,"[-1.122, -0.639]",0.241,-6.074,0.000,10.189,ngd+lm,43,177099417.687,0.136,-1.000,0.120,0,0,fn
c,-5.797,"[-7.281, -4.314]",1.483,-6.511,0.000,10.189,ngd+lm,43,177099417.687,0.136,-6.000,0.203,0,0,fn
s,-2.952,"[-3.729, -2.174]",0.778,-6.325,0.000,10.189,ngd+lm,43,177099417.687,0.136,-3.000,0.048,0,0,fn
vot,0.152,,,,,10.189,ngd+lm,43,177099417.687,0.136,0.167,-0.015,0,0,fn
