stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-2.629,-4.397,-1.026,-1.836,-0.323,-0.738,0.861,-1.826,-1.300,2570486255.728,0.598
norefined,2,-2.311,-4.456,-1.390,-1.863,-0.397,-0.767,0.796,-1.854,-1.269,2162186182.326,0.519
norefined,3,-1.965,-4.504,-1.736,-1.893,-0.446,-0.779,0.754,-1.871,-1.215,1789847600.972,0.436
norefined,4,-1.575,-4.538,-2.037,-1.919,-0.469,-0.760,0.741,-1.877,-1.148,1385412185.896,0.347
norefined,5,-1.162,-4.566,-2.309,-1.889,-0.470,-0.750,0.735,-1.868,-1.086,935696172.562,0.255
norefined,6,-0.750,-4.596,-2.556,-1.783,-0.463,-0.776,0.708,-1.829,-1.030,701503864.729,0.163
norefined,7,-0.646,-4.631,-2.850,-1.540,-0.416,-0.763,0.529,-1.619,-0.911,576756705.123,0.139
norefined,8,-0.910,-4.684,-2.959,-1.305,-0.347,-0.741,0.336,-1.368,-0.843,466974047.125,0.194
norefined,9,-0.679,-4.748,-3.133,-1.042,-0.250,-0.720,0.204,-1.126,-0.759,369806196.851,0.143
norefined,10,-1.039,-4.797,-3.103,-0.814,-0.174,-0.699,0.111,-0.904,-0.725,291892476.291,0.217
refined,11,-1.039,-4.797,-3.103,-0.814,-0.174,-0.699,0.111,-0.904,-0.725,291892476.291,0.217
refined,12,-0.820,-5.081,-2.078,0.369,-0.232,-0.048,-0.056,-0.070,0.742,130131406.090,0.161
refined,13,-1.066,-6.020,-2.780,0.283,-0.394,-0.140,0.015,-0.196,0.641,101626689.122,0.177
refined,14,-1.210,-6.643,-3.123,0.246,-0.380,-0.248,0.105,-0.205,0.672,100271543.064,0.182
refined,15,-1.248,-6.814,-3.203,0.244,-0.379,-0.279,0.135,-0.207,0.696,100208708.482,0.183
refined,16,-1.257,-6.854,-3.221,0.246,-0.380,-0.285,0.142,-0.207,0.703,100205542.160,0.183
refined,17,-1.259,-6.864,-3.224,0.246,-0.380,-0.286,0.143,-0.208,0.705,100205375.820,0.183
refined,18,-1.259,-6.866,-3.225,0.246,-0.381,-0.286,0.144,-0.208,0.705,100205367.009,0.183
refined,19,-1.259,-6.866,-3.226,0.246,-0.381,-0.286,0.144,-0.208,0.705,100205366.540,0.183
refined,20,-1.259,-6.867,-3.226,0.246,-0.381,-0.286,0.144,-0.208,0.705,100205366.515,0.183
