stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-2.629,-4.397,-1.026,-1.836,-0.323,-0.738,0.861,-1.826,-1.300,2651978007.792,0.598
norefined,2,-2.311,-4.470,-1.387,-1.846,-0.388,-0.769,0.778,-1.855,-1.273,2247502512.375,0.517
norefined,3,-1.961,-4.527,-1.726,-1.869,-0.440,-0.792,0.732,-1.867,-1.218,1875127896.839,0.433
norefined,4,-1.573,-4.564,-2.028,-1.895,-0.467,-0.777,0.719,-1.867,-1.148,1474142128.129,0.345
norefined,5,-1.163,-4.588,-2.305,-1.870,-0.464,-0.772,0.706,-1.855,-1.085,1043565399.188,0.254
norefined,6,-0.749,-4.610,-2.551,-1.764,-0.457,-0.807,0.675,-1.813,-1.036,776775277.277,0.162
norefined,7,-0.556,-4.642,-2.833,-1.531,-0.401,-0.814,0.525,-1.615,-0.925,650605672.168,0.120
norefined,8,-0.876,-4.688,-2.924,-1.310,-0.333,-0.814,0.365,-1.381,-0.865,539943339.697,0.187
norefined,9,-0.593,-4.747,-3.099,-1.068,-0.236,-0.806,0.258,-1.156,-0.788,437357410.503,0.125
norefined,10,-0.994,-4.771,-3.095,-0.864,-0.178,-0.796,0.178,-0.966,-0.760,364611940.943,0.208
refined,11,-0.994,-4.771,-3.095,-0.864,-0.178,-0.796,0.178,-0.966,-0.760,364611940.943,0.208
refined,12,-0.419,-3.294,-1.256,0.721,-0.221,0.355,-0.061,0.331,0.516,384532774.328,0.127
refined,13,-0.511,-3.288,-1.595,0.307,-0.290,0.087,-0.112,0.058,0.254,137055065.464,0.155
refined,14,-0.781,-4.799,-2.325,0.316,-0.370,-0.016,-0.074,0.010,0.297,110122222.247,0.163
refined,15,-0.892,-5.325,-2.603,0.286,-0.276,-0.085,-0.001,-0.050,0.288,108203487.740,0.168
refined,16,-0.905,-5.382,-2.644,0.280,-0.253,-0.107,0.017,-0.068,0.278,108149500.536,0.168
refined,17,-0.907,-5.396,-2.652,0.280,-0.250,-0.110,0.019,-0.070,0.278,108148378.279,0.168
refined,18,-0.908,-5.398,-2.653,0.280,-0.250,-0.111,0.019,-0.070,0.278,108148355.490,0.168
refined,19,-0.908,-5.398,-2.653,0.280,-0.250,-0.111,0.019,-0.070,0.278,108148355.019,0.168
refined,20,-0.908,-5.398,-2.653,0.280,-0.250,-0.111,0.019,-0.070,0.278,108148355.009,0.168
