stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,56.103,2.023,0.000,76,0,9,3112405292.342,364611940.943
refined,206.799,2.023,0.000,76,0,9,3112405292.342,108148355.009
