stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.903,"[-1.601, -0.206]",0.698,-2.584,0.012
norefined,c,-6.132,"[-11.033, -1.231]",4.901,-2.497,0.015
norefined,s,-3.982,"[-7.442, -0.523]",3.459,-2.298,0.025
norefined,k0,-1.352,"[-2.732, 0.029]",1.380,-1.954,0.055
norefined,k1,-1.329,"[-3.769, 1.112]",2.440,-1.087,0.281
norefined,k2,-0.505,"[-1.964, 0.953]",1.458,-0.692,0.491
norefined,k3,0.268,"[-1.203, 1.739]",1.471,0.364,0.717
norefined,k4,-0.908,"[-2.704, 0.889]",1.797,-1.008,0.317
norefined,k5,1.916,"[0.009, 3.823]",1.907,2.005,0.049
refined,tt,-0.671,"[-1.039, -0.303]",0.368,-3.643,0.001
refined,c,-4.357,"[-6.958, -1.757]",2.601,-3.344,0.001
refined,s,-2.567,"[-3.916, -1.217]",1.350,-3.796,0.000
refined,k0,-0.361,"[-1.124, 0.402]",0.763,-0.944,0.349
refined,k1,-0.172,"[-0.923, 0.579]",0.751,-0.457,0.649
refined,k2,0.043,"[-0.54, 0.625]",0.582,0.146,0.884
refined,k3,0.238,"[-0.541, 1.017]",0.779,0.610,0.544
refined,k4,0.124,"[-0.761, 1.01]",0.885,0.280,0.780
refined,k5,0.823,"[0.056, 1.589]",0.767,2.142,0.036
