stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,105.723,1.727,0.000,0,9,3273144645.635,215315137.387,76
refined,136.419,1.727,0.000,0,9,3273144645.635,169374331.425,76
