stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-1.223,-5.817,-3.571,-0.048,1.148,-0.538,0.700,-0.268,0.248,425213815.699,0.210
norefined,2,-0.898,-5.942,-3.600,0.023,0.858,-0.608,0.559,-0.206,0.149,564625519.866,0.151
norefined,3,-1.385,-5.927,-3.506,0.044,0.859,-0.612,0.522,-0.242,0.133,451918203.367,0.234
norefined,4,-0.910,-5.982,-3.629,0.013,0.799,-0.620,0.512,-0.207,0.112,551070058.127,0.152
norefined,5,-1.397,-5.967,-3.533,0.036,0.801,-0.624,0.477,-0.242,0.097,444986486.997,0.234
norefined,6,-0.921,-6.020,-3.655,0.003,0.747,-0.629,0.470,-0.207,0.077,540321820.633,0.153
norefined,7,-1.408,-6.005,-3.557,0.027,0.748,-0.632,0.437,-0.241,0.065,439325772.283,0.235
norefined,8,-0.932,-6.058,-3.680,-0.008,0.700,-0.636,0.434,-0.206,0.047,531682202.880,0.154
norefined,9,-1.419,-6.043,-3.581,0.017,0.702,-0.638,0.402,-0.240,0.036,434653963.463,0.235
norefined,10,-0.942,-6.095,-3.703,-0.019,0.657,-0.640,0.403,-0.205,0.019,524630655.729,0.155
refined,11,-1.223,-5.817,-3.571,-0.048,1.148,-0.538,0.700,-0.268,0.248,425213815.699,0.210
refined,12,-1.205,-6.116,-3.380,0.097,0.046,-0.545,0.176,-0.084,-0.119,347175564.380,0.197
refined,13,-1.326,-6.827,-3.755,-0.004,0.198,-0.520,0.128,-0.064,0.022,341487518.066,0.194
refined,14,-1.342,-6.970,-3.800,0.003,0.214,-0.540,0.121,-0.083,-0.021,341400966.014,0.192
refined,15,-1.343,-6.985,-3.804,0.007,0.224,-0.543,0.120,-0.085,-0.016,341397999.222,0.192
refined,16,-1.343,-6.990,-3.805,0.008,0.224,-0.544,0.121,-0.086,-0.018,341397847.693,0.192
refined,17,-1.343,-6.990,-3.805,0.008,0.225,-0.544,0.121,-0.086,-0.018,341397837.921,0.192
refined,18,-1.343,-6.990,-3.805,0.008,0.225,-0.544,0.121,-0.086,-0.018,341397837.220,0.192
refined,19,-1.343,-6.990,-3.805,0.008,0.225,-0.544,0.121,-0.086,-0.018,341397837.168,0.192
refined,20,-1.343,-6.990,-3.805,0.008,0.225,-0.544,0.121,-0.086,-0.018,341397837.164,0.192
