stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.223,"[-1.916, -0.531]",0.693,-3.525,0.001
norefined,c,-5.817,"[-9.041, -2.592]",3.224,-3.601,0.001
norefined,s,-3.571,"[-5.503, -1.639]",1.932,-3.689,0.000
norefined,k0,-0.048,"[-0.819, 0.723]",0.771,-0.124,0.902
norefined,k1,1.148,"[0.195, 2.102]",0.953,2.404,0.019
norefined,k2,-0.538,"[-1.456, 0.38]",0.918,-1.170,0.246
norefined,k3,0.700,"[-0.231, 1.631]",0.931,1.501,0.138
norefined,k4,-0.268,"[-1.179, 0.643]",0.911,-0.587,0.559
norefined,k5,0.248,"[-0.706, 1.202]",0.954,0.518,0.606
refined,tt,-1.132,"[-1.647, -0.616]",0.515,-4.383,0.000
refined,c,-6.631,"[-9.49, -3.772]",2.859,-4.629,0.000
refined,s,-3.146,"[-4.584, -1.709]",1.437,-4.369,0.000
refined,k0,-0.015,"[-0.679, 0.65]",0.664,-0.044,0.965
refined,k1,-0.044,"[-0.796, 0.707]",0.752,-0.118,0.906
refined,k2,-0.190,"[-1.05, 0.671]",0.860,-0.440,0.661
refined,k3,0.078,"[-0.733, 0.889]",0.811,0.192,0.848
refined,k4,-0.385,"[-1.15, 0.38]",0.765,-1.005,0.318
refined,k5,0.019,"[-0.806, 0.844]",0.825,0.045,0.964
