stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.798,-4.461,-2.242,0.714,-1.880,-1.830,1.104,-0.985,-0.417,1006996203.369,0.179
norefined,2,-0.555,-4.604,-2.389,0.783,-1.636,-1.576,1.117,-0.848,-0.446,903333193.348,0.120
norefined,3,-0.920,-4.693,-2.375,0.853,-1.402,-1.429,1.118,-0.686,-0.421,850846126.880,0.196
norefined,4,-0.501,-4.802,-2.486,0.850,-1.288,-1.251,1.068,-0.633,-0.430,798577249.560,0.104
norefined,5,-0.951,-4.860,-2.399,0.868,-1.156,-1.174,1.062,-0.528,-0.388,771173184.285,0.196
norefined,6,-0.508,-4.954,-2.506,0.847,-1.072,-1.031,0.999,-0.496,-0.378,732240409.140,0.103
norefined,7,-0.978,-4.992,-2.405,0.846,-0.985,-0.987,1.001,-0.419,-0.336,720921114.684,0.196
norefined,8,-0.524,-5.075,-2.511,0.818,-0.920,-0.865,0.934,-0.401,-0.317,684903548.711,0.103
norefined,9,-1.002,-5.100,-2.406,0.809,-0.857,-0.839,0.941,-0.339,-0.278,684910520.689,0.196
norefined,10,-0.541,-5.177,-2.513,0.776,-0.804,-0.730,0.874,-0.330,-0.254,648853131.003,0.105
refined,11,-0.541,-5.177,-2.513,0.776,-0.804,-0.730,0.874,-0.330,-0.254,648853131.003,0.105
refined,12,-1.240,-6.908,-3.488,-0.320,-0.326,0.714,-0.020,-0.031,0.493,403644450.512,0.180
refined,13,-1.818,-9.018,-4.906,-0.735,-0.253,1.057,-0.586,0.030,1.020,382628793.125,0.202
refined,14,-2.398,-11.503,-6.516,-0.895,-0.306,1.383,-0.822,0.158,1.505,376449603.915,0.208
refined,15,-2.726,-13.045,-7.521,-0.838,-0.428,1.556,-0.947,0.253,1.776,374863676.319,0.209
refined,16,-2.905,-13.830,-8.045,-0.899,-0.507,1.730,-1.095,0.256,1.944,374534678.164,0.210
refined,17,-2.980,-14.154,-8.260,-0.864,-0.533,1.784,-1.149,0.261,2.012,374460324.781,0.211
refined,18,-3.037,-14.374,-8.402,-0.915,-0.546,1.876,-1.199,0.249,2.071,374433051.442,0.211
refined,19,-3.058,-14.422,-8.443,-0.865,-0.537,1.895,-1.218,0.255,2.078,374407662.139,0.212
refined,20,-3.108,-14.605,-8.547,-0.933,-0.538,2.000,-1.256,0.237,2.137,374372686.384,0.213
