stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.160,"[-2.088, -0.232]",0.928,-2.084,0.041
norefined,c,-6.998,"[-12.916, -1.079]",5.919,-1.972,0.053
norefined,s,-4.583,"[-8.301, -0.866]",3.718,-2.056,0.044
norefined,k0,0.266,"[-1.583, 2.116]",1.849,0.240,0.811
norefined,k1,0.697,"[-0.567, 1.961]",1.264,0.919,0.361
norefined,k2,-0.911,"[-3.475, 1.652]",2.563,-0.593,0.555
norefined,k3,1.470,"[-0.718, 3.658]",2.188,1.120,0.267
norefined,k4,-0.951,"[-2.408, 0.505]",1.456,-1.090,0.280
norefined,k5,-0.225,"[-1.361, 0.911]",1.136,-0.330,0.742
refined,tt,-0.747,"[-1.173, -0.322]",0.425,-2.928,0.005
refined,c,-3.758,"[-5.858, -1.659]",2.099,-2.986,0.004
refined,s,-2.364,"[-3.526, -1.202]",1.162,-3.393,0.001
refined,k0,0.609,"[-0.25, 1.468]",0.859,1.183,0.241
refined,k1,0.894,"[0.152, 1.635]",0.741,2.011,0.048
refined,k2,-0.993,"[-2.036, 0.051]",1.043,-1.587,0.117
refined,k3,1.084,"[0.213, 1.956]",0.872,2.075,0.042
refined,k4,-0.893,"[-1.549, -0.237]",0.656,-2.270,0.026
refined,k5,0.120,"[-0.504, 0.744]",0.624,0.321,0.749
