stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,39.166,1.727,0.000,76,0,9,3647571744.866,582573013.728
refined,70.676,1.727,0.000,76,0,9,3647571744.866,347593831.261
