stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.958,"[-1.586, -0.329]",0.628,-2.543,0.013
norefined,c,-5.442,"[-8.449, -2.434]",3.008,-3.018,0.004
norefined,s,-2.610,"[-3.979, -1.241]",1.369,-3.179,0.002
norefined,k0,0.608,"[-0.067, 1.284]",0.676,1.501,0.138
norefined,k1,-1.608,"[-2.798, -0.417]",1.191,-2.252,0.028
norefined,k2,1.441,"[0.081, 2.802]",1.361,1.767,0.082
norefined,k3,0.149,"[-0.652, 0.95]",0.801,0.310,0.758
norefined,k4,-0.817,"[-1.605, -0.028]",0.789,-1.727,0.089
norefined,k5,-1.168,"[-1.983, -0.352]",0.815,-2.388,0.020
refined,tt,-1.538,"[-2.12, -0.955]",0.582,-4.405,0.000
refined,c,-8.936,"[-11.931, -5.942]",2.994,-4.978,0.000
refined,s,-3.839,"[-5.068, -2.611]",1.228,-5.214,0.000
refined,k0,0.341,"[-0.186, 0.867]",0.526,1.079,0.284
refined,k1,-0.842,"[-1.571, -0.114]",0.728,-1.930,0.058
refined,k2,0.619,"[-0.233, 1.471]",0.852,1.211,0.230
refined,k3,0.205,"[-0.446, 0.856]",0.651,0.526,0.601
refined,k4,-0.594,"[-1.21, 0.022]",0.616,-1.607,0.113
refined,k5,0.593,"[-0.018, 1.204]",0.611,1.619,0.110
