stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-1.879,-6.812,-2.768,0.869,1.290,1.539,1.136,1.576,-1.841,2417685042.250,1584,0,0,0.276
norefined,2,-1.463,-6.934,-2.897,0.792,1.192,1.434,1.047,1.478,-1.878,1686950490.747,1584,0,0,0.211
norefined,3,-1.052,-7.028,-3.042,0.721,1.058,1.335,0.967,1.371,-1.901,1110649392.417,1584,0,0,0.150
norefined,4,-0.719,-7.088,-3.241,0.628,0.863,1.199,0.841,1.252,-1.873,999228805.418,1584,0,0,0.101
norefined,5,-1.130,-7.058,-3.359,0.605,0.704,1.150,0.701,1.116,-1.861,892296041.524,1584,0,0,0.160
norefined,6,-0.713,-7.105,-3.521,0.500,0.594,1.049,0.609,1.069,-1.793,834893357.133,1584,0,0,0.100
norefined,7,-1.179,-7.057,-3.590,0.499,0.505,1.032,0.517,0.976,-1.772,784159998.957,1584,0,0,0.167
norefined,8,-0.729,-7.100,-3.724,0.404,0.443,0.949,0.465,0.958,-1.702,758827626.373,1584,0,0,0.103
norefined,9,-1.212,-7.050,-3.764,0.410,0.386,0.948,0.399,0.888,-1.681,733495522.209,1584,0,0,0.172
norefined,10,-0.746,-7.089,-3.881,0.327,0.354,0.880,0.375,0.888,-1.609,720162915.272,1584,0,0,0.105
refined,11,-0.746,-7.089,-3.881,0.327,0.354,0.880,0.375,0.888,-1.609,720162915.272,1584,0,0,0.105
refined,12,-0.676,-2.440,-1.559,-0.605,-0.680,1.378,-0.272,0.276,1.119,1008392652.180,1584,0,0,0.277
refined,13,-0.268,-2.556,-1.038,0.087,-0.024,0.208,-0.124,0.135,-0.009,626892215.126,1584,0,0,0.105
refined,14,-0.454,-3.256,-1.527,-0.025,-0.162,0.553,-0.120,0.149,0.071,535038858.299,1584,0,0,0.139
refined,15,-0.595,-3.928,-1.963,-0.104,-0.295,0.694,-0.046,0.193,0.281,525070034.691,1584,0,0,0.151
refined,16,-0.676,-4.363,-2.221,-0.140,-0.375,0.717,0.015,0.233,0.410,523249357.197,1584,0,0,0.155
refined,17,-0.723,-4.612,-2.361,-0.158,-0.406,0.710,0.045,0.256,0.466,522821197.404,1584,0,0,0.157
refined,18,-0.749,-4.747,-2.436,-0.167,-0.422,0.698,0.062,0.272,0.498,522690164.685,1584,0,0,0.158
refined,19,-0.765,-4.836,-2.484,-0.171,-0.433,0.691,0.071,0.283,0.516,522645769.240,1584,0,0,0.158
refined,20,-0.775,-4.887,-2.511,-0.174,-0.440,0.686,0.077,0.290,0.528,522629714.352,1584,0,0,0.159
