stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.371,"[-2.308, -0.433]",0.938,-2.438,0.017
norefined,c,-6.961,"[-11.396, -2.525]",4.435,-2.618,0.011
norefined,s,-3.894,"[-6.641, -1.147]",2.747,-2.364,0.021
norefined,k0,0.104,"[-0.596, 0.804]",0.700,0.247,0.805
norefined,k1,0.614,"[-0.377, 1.606]",0.991,1.034,0.305
norefined,k2,0.653,"[-0.704, 2.009]",1.356,0.803,0.425
norefined,k3,0.476,"[-0.942, 1.895]",1.419,0.560,0.577
norefined,k4,0.893,"[-0.536, 2.322]",1.429,1.042,0.301
norefined,k5,-1.659,"[-3.155, -0.162]",1.496,-1.849,0.069
refined,tt,-2.264,"[-3.802, -0.725]",1.539,-2.453,0.017
refined,c,-11.389,"[-18.799, -3.979]",7.410,-2.563,0.013
refined,s,-7.135,"[-11.988, -2.281]",4.853,-2.452,0.017
refined,k0,-1.152,"[-2.339, 0.034]",1.186,-1.620,0.110
refined,k1,2.361,"[-0.221, 4.942]",2.582,1.525,0.132
refined,k2,-1.392,"[-3.696, 0.911]",2.304,-1.008,0.317
refined,k3,2.301,"[-0.489, 5.092]",2.790,1.376,0.173
refined,k4,-1.047,"[-3.108, 1.014]",2.061,-0.847,0.400
refined,k5,-1.485,"[-2.858, -0.112]",1.373,-1.804,0.076
