stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,28.649,1.727,0.000,76,0,9,3198127863.590,659632668.245
refined,34.400,1.727,0.000,76,0,9,3198127863.590,568970090.713
