stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,76.624,1.857,0.000,38,0,9,1382692810.750,55798954.169
refined,197.379,1.857,0.000,38,0,9,1382692810.750,22209914.246
