stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.725,"[-1.077, -0.372]",0.353,-3.492,0.002
norefined,c,-4.854,"[-7.251, -2.457]",2.397,-3.441,0.002
norefined,s,-2.802,"[-4.078, -1.526]",1.276,-3.732,0.001
norefined,k0,-0.323,"[-1.131, 0.484]",0.807,-0.680,0.502
norefined,k1,0.071,"[-0.75, 0.892]",0.821,0.147,0.885
norefined,k2,-0.004,"[-0.432, 0.425]",0.429,-0.014,0.989
norefined,k3,-0.330,"[-0.795, 0.135]",0.465,-1.207,0.237
norefined,k4,-0.009,"[-0.579, 0.561]",0.570,-0.027,0.979
norefined,k5,0.770,"[0.1, 1.441]",0.671,1.952,0.061
refined,tt,-0.931,"[-1.278, -0.584]",0.347,-4.555,0.000
refined,c,-5.507,"[-7.467, -3.547]",1.960,-4.774,0.000
refined,s,-2.796,"[-3.706, -1.886]",0.910,-5.222,0.000
refined,k0,0.410,"[-0.134, 0.954]",0.544,1.281,0.210
refined,k1,0.043,"[-0.506, 0.592]",0.549,0.132,0.896
refined,k2,-0.020,"[-0.316, 0.276]",0.296,-0.116,0.909
refined,k3,-0.108,"[-0.395, 0.178]",0.287,-0.641,0.526
refined,k4,0.023,"[-0.341, 0.388]",0.364,0.109,0.914
refined,k5,0.025,"[-0.409, 0.46]",0.434,0.099,0.922
