stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.744,"[-1.664, 0.175]",0.920,-1.467,0.173
norefined,c,-4.702,"[-11.889, 2.486]",7.187,-1.186,0.263
norefined,s,-2.766,"[-6.767, 1.236]",4.002,-1.253,0.239
norefined,k0,-0.576,"[-3.458, 2.306]",2.882,-0.362,0.725
norefined,k1,0.186,"[-1.927, 2.299]",2.113,0.159,0.877
norefined,k2,0.029,"[-1.087, 1.145]",1.116,0.047,0.963
norefined,k3,-0.897,"[-2.804, 1.01]",1.907,-0.853,0.414
norefined,k4,-0.135,"[-2.378, 2.108]",2.243,-0.109,0.915
norefined,k5,0.623,"[-1.069, 2.315]",1.692,0.667,0.520
refined,tt,-1.176,"[-2.512, 0.159]",1.336,-1.596,0.142
refined,c,-6.544,"[-13.771, 0.683]",7.227,-1.641,0.132
refined,s,-3.638,"[-7.677, 0.401]",4.039,-1.633,0.134
refined,k0,-0.602,"[-2.656, 1.452]",2.054,-0.531,0.607
refined,k1,1.194,"[-1.521, 3.91]",2.715,0.797,0.444
refined,k2,0.545,"[-0.716, 1.806]",1.261,0.783,0.452
refined,k3,-0.517,"[-1.434, 0.399]",0.916,-1.023,0.330
refined,k4,-0.083,"[-1.345, 1.18]",1.262,-0.119,0.908
refined,k5,0.290,"[-1.162, 1.742]",1.452,0.362,0.725
