stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,109.061,1.765,0.000,57,0,9,2385883741.552,111235145.807
refined,196.879,1.765,0.000,57,0,9,2385883741.552,62927384.001
