stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,70.696,2.023,0.000,0,9,4241082693.257,404047016.349,76
refined,86.904,2.023,0.000,0,9,4241082693.257,334636844.236,76
