stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,58.115,2.023,0.000,76,0,9,2576015335.488,292514042.778
refined,177.074,2.023,0.000,76,0,9,2576015335.488,103930049.891
