stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,95.050,2.023,0.000,76,0,9,3309542565.456,240379868.833
refined,146.167,2.023,0.000,76,0,9,3309542565.456,160390258.440
