stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.352,"[-2.053, -0.651]",0.701,-3.848,0.000
norefined,c,-7.464,"[-11.162, -3.765]",3.699,-4.028,0.000
norefined,s,-3.870,"[-5.824, -1.916]",1.954,-3.954,0.000
norefined,k0,-0.816,"[-1.526, -0.105]",0.711,-2.291,0.025
norefined,k1,0.691,"[-0.207, 1.589]",0.898,1.536,0.129
norefined,k2,0.581,"[-0.254, 1.416]",0.835,1.388,0.170
norefined,k3,-0.174,"[-1.031, 0.683]",0.857,-0.405,0.687
norefined,k4,0.645,"[-0.492, 1.781]",1.137,1.132,0.261
norefined,k5,0.124,"[-0.809, 1.058]",0.933,0.266,0.791
refined,tt,-1.029,"[-1.408, -0.65]",0.379,-5.421,0.000
refined,c,-6.040,"[-8.054, -4.027]",2.014,-5.987,0.000
refined,s,-2.977,"[-3.89, -2.063]",0.914,-6.503,0.000
refined,k0,0.008,"[-0.383, 0.4]",0.392,0.043,0.966
refined,k1,0.276,"[-0.364, 0.915]",0.639,0.861,0.392
refined,k2,0.040,"[-0.488, 0.567]",0.527,0.150,0.881
refined,k3,-0.262,"[-0.835, 0.311]",0.573,-0.912,0.365
refined,k4,0.112,"[-0.521, 0.746]",0.633,0.354,0.724
refined,k5,-0.210,"[-0.815, 0.395]",0.605,-0.694,0.490
