stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.224,"[-2.011, -0.436]",0.787,-3.102,0.003
norefined,c,-7.351,"[-11.886, -2.817]",4.534,-3.236,0.002
norefined,s,-4.041,"[-6.527, -1.555]",2.486,-3.244,0.002
norefined,k0,-0.877,"[-1.726, -0.028]",0.849,-2.061,0.043
norefined,k1,0.568,"[-0.475, 1.612]",1.044,1.087,0.281
norefined,k2,0.782,"[-0.164, 1.728]",0.946,1.651,0.103
norefined,k3,-0.009,"[-0.929, 0.91]",0.920,-0.020,0.984
norefined,k4,0.774,"[-0.517, 2.065]",1.291,1.197,0.235
norefined,k5,0.353,"[-0.77, 1.475]",1.123,0.627,0.533
refined,tt,-0.693,"[-0.996, -0.39]",0.303,-4.572,0.000
refined,c,-4.863,"[-6.786, -2.939]",1.924,-5.045,0.000
refined,s,-2.616,"[-3.598, -1.634]",0.982,-5.320,0.000
refined,k0,-0.095,"[-0.526, 0.335]",0.431,-0.441,0.661
refined,k1,0.105,"[-0.487, 0.697]",0.592,0.355,0.723
refined,k2,0.413,"[-0.085, 0.911]",0.498,1.657,0.102
refined,k3,-0.013,"[-0.553, 0.527]",0.540,-0.048,0.962
refined,k4,0.064,"[-0.584, 0.711]",0.648,0.196,0.845
refined,k5,0.072,"[-0.565, 0.709]",0.637,0.226,0.822
