stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-1.605,-7.008,-3.969,-1.796,0.364,1.178,-0.112,1.011,0.725,641502139.742,0.229
norefined,2,-1.142,-7.151,-3.930,-1.731,0.371,1.121,-0.149,0.979,0.667,359289153.461,0.160
norefined,3,-0.775,-7.265,-3.952,-1.521,0.429,0.954,-0.216,0.943,0.523,293998425.263,0.107
norefined,4,-1.237,-7.289,-3.884,-1.388,0.511,0.892,-0.227,0.898,0.494,278482546.274,0.170
norefined,5,-0.805,-7.370,-3.939,-1.242,0.540,0.775,-0.249,0.859,0.370,238674234.797,0.109
norefined,6,-1.285,-7.367,-3.876,-1.148,0.599,0.754,-0.230,0.813,0.357,234611842.216,0.174
norefined,7,-0.835,-7.439,-3.934,-1.032,0.613,0.654,-0.242,0.774,0.240,210758799.252,0.112
norefined,8,-1.321,-7.420,-3.876,-0.963,0.656,0.659,-0.205,0.727,0.235,205997372.786,0.178
norefined,9,-0.864,-7.492,-3.927,-0.863,0.660,0.564,-0.218,0.692,0.124,193828440.533,0.115
norefined,10,-1.352,-7.464,-3.870,-0.816,0.691,0.581,-0.174,0.645,0.124,186670025.542,0.181
refined,11,-1.352,-7.464,-3.870,-0.816,0.691,0.581,-0.174,0.645,0.124,186670025.542,0.181
refined,12,-0.824,-4.925,-2.342,0.148,0.315,-0.123,-0.269,-0.175,-0.126,122062111.138,0.167
refined,13,-0.916,-5.455,-2.700,0.004,0.286,0.036,-0.240,0.103,-0.193,113020132.362,0.168
refined,14,-0.993,-5.862,-2.890,-0.003,0.279,0.037,-0.244,0.110,-0.202,112465739.113,0.169
refined,15,-1.017,-5.981,-2.948,0.003,0.276,0.039,-0.254,0.114,-0.208,112413566.943,0.170
refined,16,-1.025,-6.021,-2.967,0.006,0.276,0.039,-0.259,0.113,-0.209,112407209.369,0.170
refined,17,-1.028,-6.033,-2.973,0.008,0.276,0.040,-0.261,0.113,-0.210,112406401.867,0.170
refined,18,-1.029,-6.038,-2.976,0.008,0.276,0.040,-0.262,0.112,-0.210,112406299.583,0.170
refined,19,-1.029,-6.040,-2.977,0.008,0.276,0.040,-0.262,0.112,-0.210,112406286.656,0.170
refined,20,-1.029,-6.040,-2.977,0.008,0.276,0.040,-0.262,0.112,-0.210,112406285.024,0.170
