stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,30.406,1.727,0.000,0,9,3681028052.841,723994502.082,76
refined,42.302,1.727,0.000,0,9,3681028052.841,550862480.582,76
