stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-0.716,-5.861,-3.162,0.499,-0.497,-1.355,-1.882,0.950,-0.790,955874410.727,1584,0,0,0.122
norefined,2,-0.950,-5.802,-3.371,0.363,-0.599,-1.317,-1.659,1.044,-0.546,860565728.308,1584,0,0,0.164
norefined,3,-0.505,-5.846,-3.485,0.267,-0.619,-1.285,-1.542,1.077,-0.436,829122616.700,1584,0,0,0.086
norefined,4,-0.960,-5.797,-3.559,0.200,-0.676,-1.227,-1.449,1.118,-0.319,788178583.726,1584,0,0,0.166
norefined,5,-0.488,-5.861,-3.618,0.113,-0.663,-1.184,-1.371,1.128,-0.258,779521512.699,1584,0,0,0.083
norefined,6,-0.970,-5.823,-3.648,0.052,-0.703,-1.126,-1.328,1.142,-0.193,757098930.467,1584,0,0,0.167
norefined,7,-0.492,-5.892,-3.686,-0.030,-0.677,-1.081,-1.269,1.142,-0.151,753046947.442,1584,0,0,0.083
norefined,8,-0.982,-5.856,-3.698,-0.081,-0.706,-1.027,-1.254,1.142,-0.110,737930479.432,1584,0,0,0.168
norefined,9,-0.500,-5.927,-3.728,-0.157,-0.674,-0.985,-1.205,1.137,-0.076,735155408.548,1584,0,0,0.084
norefined,10,-0.993,-5.890,-3.732,-0.199,-0.695,-0.933,-1.205,1.130,-0.048,723994502.081,1584,0,0,0.169
refined,11,-0.993,-5.890,-3.732,-0.199,-0.695,-0.933,-1.205,1.130,-0.048,723994502.081,1584,0,0,0.169
refined,12,-0.590,-5.055,-3.134,-1.455,0.189,0.186,-0.911,-0.512,1.220,592802833.709,1584,0,0,0.117
refined,13,-0.734,-5.361,-3.765,-1.542,0.129,-0.213,-1.245,0.115,1.099,553090859.451,1584,0,0,0.137
refined,14,-0.812,-5.902,-4.199,-1.755,0.297,-0.182,-1.396,0.182,1.222,551437137.270,1584,0,0,0.138
refined,15,-0.844,-6.095,-4.364,-1.818,0.409,-0.189,-1.456,0.193,1.252,551074872.871,1584,0,0,0.138
refined,16,-0.880,-6.347,-4.539,-1.868,0.483,-0.202,-1.529,0.223,1.280,550954720.165,1584,0,0,0.139
refined,17,-0.899,-6.471,-4.625,-1.888,0.531,-0.207,-1.556,0.229,1.285,550903258.280,1584,0,0,0.139
refined,18,-0.918,-6.602,-4.712,-1.910,0.566,-0.214,-1.592,0.243,1.294,550879540.692,1584,0,0,0.139
refined,19,-0.929,-6.673,-4.760,-1.921,0.590,-0.217,-1.608,0.248,1.296,550868086.203,1584,0,0,0.139
refined,20,-0.938,-6.739,-4.804,-1.932,0.608,-0.220,-1.626,0.255,1.300,550862480.582,1584,0,0,0.139
