stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,49.389,1.727,0.000,0,9,3254300601.455,426274740.973,76
refined,70.905,1.727,0.000,0,9,3254300601.455,309211433.354,76
