stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.804,"[-1.306, -0.301]",0.503,-3.190,0.002
norefined,c,-5.308,"[-9.318, -1.298]",4.010,-2.642,0.010
norefined,s,-2.479,"[-4.292, -0.667]",1.812,-2.731,0.008
norefined,k0,-1.103,"[-2.785, 0.58]",1.683,-1.308,0.195
norefined,k1,-0.109,"[-1.654, 1.436]",1.545,-0.141,0.889
norefined,k2,0.966,"[-0.269, 2.2]",1.235,1.561,0.123
norefined,k3,-0.246,"[-1.285, 0.793]",1.039,-0.472,0.639
norefined,k4,-1.305,"[-2.53, -0.079]",1.225,-2.125,0.037
norefined,k5,1.149,"[-0.128, 2.427]",1.278,1.796,0.077
refined,tt,-0.851,"[-1.243, -0.459]",0.392,-4.330,0.000
refined,c,-5.436,"[-8.533, -2.34]",3.096,-3.504,0.001
refined,s,-2.417,"[-3.674, -1.159]",1.258,-3.836,0.000
refined,k0,0.403,"[-0.404, 1.21]",0.807,0.997,0.323
refined,k1,-0.545,"[-1.598, 0.508]",1.053,-1.034,0.305
refined,k2,0.179,"[-0.564, 0.922]",0.743,0.480,0.633
refined,k3,0.244,"[-0.651, 1.138]",0.894,0.543,0.589
refined,k4,0.436,"[-0.384, 1.257]",0.821,1.061,0.292
refined,k5,0.703,"[-0.113, 1.519]",0.816,1.720,0.090
