stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,128.120,2.023,0.000,76,0,9,3470706650.372,190592422.749
refined,178.795,2.023,0.000,76,0,9,3470706650.372,138732656.782
