stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,67.679,1.727,0.000,0,9,2764593559.491,273961610.833,76
refined,123.899,1.727,0.000,0,9,2764593559.491,156695295.723,76
