stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,0.472,-4.021,-2.921,1.533,-0.309,1.740,-1.921,1.655,1.834,7374902452.925,1584,0,0,-0.117
norefined,2,0.014,-4.072,-2.987,1.469,-0.341,1.642,-2.002,1.608,1.735,4453362021.505,1584,0,0,-0.003
norefined,3,-0.464,-4.102,-3.001,1.416,-0.366,1.573,-2.068,1.557,1.662,1879830760.413,1584,0,0,0.113
norefined,4,-0.916,-4.137,-3.007,1.304,-0.425,1.515,-2.124,1.440,1.569,1214308402.184,1584,0,0,0.221
norefined,5,-0.549,-4.287,-3.134,1.131,-0.416,1.462,-2.109,1.272,1.443,995259207.323,1584,0,0,0.128
norefined,6,-1.005,-4.319,-3.122,1.024,-0.462,1.397,-2.144,1.157,1.350,964725435.319,1584,0,0,0.233
norefined,7,-0.549,-4.424,-3.213,0.924,-0.422,1.382,-2.094,1.080,1.302,784429528.957,1584,0,0,0.124
norefined,8,-1.028,-4.434,-3.180,0.846,-0.447,1.327,-2.113,1.007,1.238,843091691.000,1584,0,0,0.232
norefined,9,-0.561,-4.528,-3.263,0.766,-0.401,1.320,-2.057,0.944,1.208,671992803.203,1584,0,0,0.124
norefined,10,-1.048,-4.529,-3.218,0.707,-0.417,1.272,-2.069,0.892,1.158,757236444.803,1584,0,0,0.231
refined,11,-0.561,-4.528,-3.263,0.766,-0.401,1.320,-2.057,0.944,1.208,671992803.203,1584,0,0,0.124
refined,12,-0.590,-3.517,-1.325,-0.129,0.179,-0.172,0.669,-0.010,-0.329,224502775.645,1584,0,0,0.168
refined,13,-0.719,-4.380,-2.153,0.014,0.014,0.210,0.056,0.129,0.097,104390868.700,1584,0,0,0.164
refined,14,-0.827,-5.175,-2.585,0.069,-0.028,0.222,-0.051,0.168,0.165,98754694.551,1584,0,0,0.160
refined,15,-0.849,-5.385,-2.690,0.097,-0.045,0.204,-0.070,0.172,0.153,98357270.589,1584,0,0,0.158
refined,16,-0.855,-5.436,-2.715,0.101,-0.049,0.198,-0.073,0.173,0.151,98339473.647,1584,0,0,0.157
refined,17,-0.856,-5.445,-2.719,0.102,-0.049,0.197,-0.073,0.173,0.150,98338824.673,1584,0,0,0.157
refined,18,-0.856,-5.447,-2.720,0.102,-0.049,0.196,-0.073,0.173,0.150,98338802.392,1584,0,0,0.157
refined,19,-0.856,-5.447,-2.720,0.102,-0.049,0.196,-0.073,0.173,0.150,98338801.635,1584,0,0,0.157
refined,20,-0.856,-5.447,-2.720,0.102,-0.049,0.196,-0.073,0.173,0.150,98338801.609,1584,0,0,0.157
