stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.897,"[-1.458, -0.337]",0.560,-3.197,0.002
norefined,c,-6.814,"[-10.867, -2.761]",4.053,-3.356,0.001
norefined,s,-2.776,"[-4.57, -0.983]",1.793,-3.090,0.003
norefined,k0,0.350,"[-0.858, 1.558]",1.208,0.578,0.565
norefined,k1,-0.227,"[-1.053, 0.6]",0.826,-0.547,0.586
norefined,k2,0.462,"[-0.539, 1.464]",1.002,0.921,0.360
norefined,k3,-0.102,"[-1.421, 1.216]",1.319,-0.155,0.877
norefined,k4,-0.111,"[-0.963, 0.74]",0.851,-0.261,0.795
norefined,k5,0.403,"[-0.376, 1.182]",0.779,1.032,0.306
refined,tt,-0.790,"[-1.162, -0.418]",0.372,-4.235,0.000
refined,c,-5.134,"[-7.47, -2.799]",2.335,-4.388,0.000
refined,s,-2.210,"[-3.314, -1.107]",1.104,-3.997,0.000
refined,k0,0.039,"[-0.806, 0.885]",0.846,0.093,0.926
refined,k1,0.069,"[-0.598, 0.735]",0.666,0.206,0.837
refined,k2,0.027,"[-0.597, 0.651]",0.624,0.087,0.931
refined,k3,0.341,"[-0.564, 1.245]",0.905,0.751,0.455
refined,k4,0.053,"[-0.623, 0.73]",0.676,0.158,0.875
refined,k5,-0.232,"[-0.773, 0.308]",0.541,-0.857,0.394
