stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,42.017,1.727,0.000,76,0,9,3808772869.385,573257272.491
refined,58.244,1.727,0.000,76,0,9,3808772869.385,431643510.580
