stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.725,-6.494,-2.158,0.475,-0.344,-0.977,1.976,-1.619,-0.267,941400959.222,0.112
norefined,2,-1.142,-6.460,-2.241,0.411,-0.516,-0.902,1.830,-1.584,-0.341,766550412.007,0.177
norefined,3,-0.990,-6.459,-2.459,0.337,-0.813,-0.748,1.645,-1.443,-0.429,647273621.931,0.153
norefined,4,-1.031,-6.421,-2.650,0.303,-1.096,-0.550,1.435,-1.241,-0.508,551575415.498,0.161
norefined,5,-0.892,-6.406,-2.805,0.324,-1.307,-0.343,1.233,-0.967,-0.551,480817694.928,0.139
norefined,6,-1.256,-6.344,-2.882,0.374,-1.415,-0.163,1.073,-0.779,-0.549,459307150.974,0.198
norefined,7,-0.799,-6.394,-2.960,0.438,-1.440,-0.079,1.014,-0.649,-0.559,444867231.935,0.125
norefined,8,-1.276,-6.336,-2.973,0.466,-1.449,0.009,0.939,-0.590,-0.532,429356158.616,0.201
norefined,9,-0.803,-6.390,-3.039,0.528,-1.454,0.069,0.903,-0.488,-0.546,420942326.522,0.126
norefined,10,-1.286,-6.331,-3.044,0.545,-1.451,0.147,0.839,-0.446,-0.516,410104009.588,0.203
refined,11,-1.286,-6.331,-3.044,0.545,-1.451,0.147,0.839,-0.446,-0.516,410104009.588,0.203
refined,12,-0.308,-3.127,-1.695,-0.245,-0.181,1.081,0.543,0.468,-0.027,532439383.955,0.099
refined,13,-0.538,-3.644,-2.032,-0.110,-0.513,0.856,0.446,0.132,-0.174,337388513.085,0.148
refined,14,-0.720,-4.528,-2.389,0.097,-0.711,0.672,0.461,0.163,-0.261,319725076.557,0.159
refined,15,-0.766,-4.814,-2.485,0.186,-0.787,0.668,0.491,0.156,-0.337,318697575.872,0.159
refined,16,-0.786,-4.928,-2.537,0.207,-0.809,0.691,0.515,0.161,-0.358,318618217.284,0.159
refined,17,-0.792,-4.972,-2.554,0.215,-0.814,0.699,0.519,0.159,-0.367,318609289.110,0.159
refined,18,-0.795,-4.987,-2.560,0.218,-0.816,0.702,0.522,0.159,-0.370,318608183.193,0.159
refined,19,-0.796,-4.993,-2.563,0.219,-0.817,0.703,0.522,0.159,-0.371,318608043.153,0.159
refined,20,-0.796,-4.995,-2.563,0.219,-0.817,0.704,0.522,0.159,-0.371,318608025.237,0.159
