stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.725,-6.494,-2.158,0.475,-0.344,-0.977,1.976,-1.619,-0.267,822281381.850,0.112
norefined,2,-1.187,-6.464,-2.213,0.456,-0.441,-0.919,1.849,-1.575,-0.304,620766705.004,0.184
norefined,3,-1.010,-6.482,-2.473,0.476,-0.674,-0.825,1.624,-1.399,-0.381,530111854.489,0.156
norefined,4,-1.308,-6.445,-2.619,0.504,-0.835,-0.692,1.393,-1.199,-0.415,485979981.820,0.203
norefined,5,-0.879,-6.490,-2.753,0.576,-0.896,-0.619,1.294,-1.049,-0.401,452356838.289,0.135
norefined,6,-1.332,-6.440,-2.790,0.592,-0.949,-0.532,1.157,-0.942,-0.399,420256262.463,0.207
norefined,7,-0.892,-6.486,-2.906,0.656,-0.983,-0.465,1.061,-0.797,-0.380,386157984.190,0.137
norefined,8,-1.348,-6.434,-2.930,0.668,-1.005,-0.374,0.926,-0.693,-0.360,362954425.897,0.210
norefined,9,-0.895,-6.483,-3.030,0.724,-1.015,-0.317,0.841,-0.560,-0.344,336122148.208,0.138
norefined,10,-1.358,-6.430,-3.041,0.729,-1.012,-0.225,0.718,-0.473,-0.312,321036681.210,0.211
refined,11,-1.358,-6.430,-3.041,0.729,-1.012,-0.225,0.718,-0.473,-0.312,321036681.210,0.211
refined,12,0.073,-1.167,-1.111,-0.729,0.564,0.636,0.068,0.941,0.756,4311559296.955,-0.062
refined,13,-0.211,-1.006,-0.414,0.382,-0.532,-0.067,0.293,-0.164,-0.195,582936440.922,0.210
refined,14,-0.303,-1.888,-0.941,0.163,-0.348,0.182,0.199,-0.003,-0.167,290384190.867,0.160
refined,15,-0.506,-3.219,-1.587,0.137,-0.297,0.278,0.161,0.201,-0.118,206485800.891,0.157
refined,16,-0.755,-4.679,-2.376,0.212,-0.273,0.310,0.180,0.411,-0.032,183204417.094,0.161
refined,17,-0.813,-4.981,-2.583,0.224,-0.252,0.355,0.233,0.428,-0.022,182278273.002,0.163
refined,18,-0.817,-5.000,-2.597,0.220,-0.246,0.357,0.241,0.424,-0.026,182260840.160,0.163
refined,19,-0.819,-5.005,-2.601,0.219,-0.245,0.357,0.241,0.423,-0.026,182260477.498,0.164
refined,20,-0.819,-5.006,-2.602,0.219,-0.245,0.357,0.241,0.423,-0.026,182260468.986,0.164
