stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,41.268,2.023,0.000,0,9,2414352286.928,368975210.635,76
refined,64.578,2.023,0.000,0,9,2414352286.928,249555932.353,76
