stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,13.699,2.023,0.000,76,0,9,2289009099.015,805943769.952
refined,23.098,2.023,0.000,76,0,9,2289009099.015,557930548.101
