stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.387,"[-2.422, -0.351]",1.036,-2.233,0.029
norefined,c,-6.585,"[-11.705, -1.465]",5.120,-2.145,0.036
norefined,s,-3.534,"[-5.932, -1.136]",2.398,-2.458,0.017
norefined,k0,0.993,"[-0.496, 2.482]",1.489,1.112,0.270
norefined,k1,-0.400,"[-1.661, 0.86]",1.261,-0.530,0.598
norefined,k2,1.397,"[-0.326, 3.121]",1.724,1.352,0.181
norefined,k3,-1.786,"[-3.118, -0.455]",1.331,-2.238,0.029
norefined,k4,0.384,"[-0.716, 1.484]",1.100,0.582,0.563
norefined,k5,0.556,"[-0.761, 1.872]",1.316,0.704,0.484
refined,tt,-0.690,"[-1.181, -0.2]",0.490,-2.347,0.022
refined,c,-4.168,"[-6.936, -1.4]",2.768,-2.512,0.014
refined,s,-2.041,"[-3.168, -0.914]",1.127,-3.020,0.004
refined,k0,0.357,"[-0.458, 1.172]",0.815,0.730,0.468
refined,k1,0.270,"[-0.476, 1.017]",0.746,0.604,0.548
refined,k2,0.306,"[-0.502, 1.113]",0.807,0.631,0.530
refined,k3,-0.739,"[-1.469, -0.01]",0.729,-1.692,0.095
refined,k4,0.065,"[-0.599, 0.729]",0.664,0.163,0.871
refined,k5,-0.322,"[-1.094, 0.45]",0.772,-0.696,0.489
