stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.071,"[-1.938, -0.203]",0.867,-2.059,0.043
norefined,c,-6.888,"[-11.924, -1.852]",5.036,-2.281,0.026
norefined,s,-4.469,"[-7.779, -1.159]",3.310,-2.252,0.028
norefined,k0,-1.683,"[-3.318, -0.048]",1.635,-1.717,0.091
norefined,k1,0.791,"[-0.76, 2.341]",1.551,0.851,0.398
norefined,k2,-0.451,"[-2.059, 1.157]",1.608,-0.468,0.641
norefined,k3,1.465,"[-0.879, 3.809]",2.344,1.042,0.301
norefined,k4,0.660,"[-0.424, 1.743]",1.084,1.015,0.314
norefined,k5,0.932,"[-0.513, 2.377]",1.445,1.076,0.286
refined,tt,-3.289,"[-7.669, 1.091]",4.380,-1.252,0.215
refined,c,-17.417,"[-39.762, 4.928]",22.345,-1.300,0.198
refined,s,-8.592,"[-19.454, 2.271]",10.862,-1.319,0.192
refined,k0,1.175,"[-1.563, 3.914]",2.738,0.716,0.477
refined,k1,0.153,"[-1.094, 1.4]",1.247,0.205,0.839
refined,k2,1.050,"[-1.731, 3.831]",2.781,0.630,0.531
refined,k3,2.334,"[-2.643, 7.311]",4.977,0.782,0.437
refined,k4,-0.428,"[-2.885, 2.028]",2.456,-0.291,0.772
refined,k5,-1.404,"[-4.658, 1.849]",3.253,-0.720,0.474
