stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.031,"[-1.743, -0.319]",0.712,-2.889,0.005
norefined,c,-5.197,"[-9.207, -1.188]",4.010,-2.587,0.012
norefined,s,-4.198,"[-6.954, -1.441]",2.757,-3.040,0.003
norefined,k0,0.293,"[-0.481, 1.067]",0.774,0.756,0.453
norefined,k1,0.293,"[-0.56, 1.147]",0.854,0.686,0.495
norefined,k2,0.406,"[-0.923, 1.735]",1.329,0.609,0.544
norefined,k3,-1.642,"[-3.176, -0.107]",1.534,-2.136,0.036
norefined,k4,0.337,"[-0.534, 1.208]",0.871,0.773,0.443
norefined,k5,-0.146,"[-1.111, 0.818]",0.964,-0.303,0.763
refined,tt,-0.908,"[-1.294, -0.522]",0.386,-4.698,0.000
refined,c,-5.039,"[-7.277, -2.802]",2.237,-4.496,0.000
refined,s,-2.605,"[-3.699, -1.511]",1.094,-4.752,0.000
refined,k0,0.423,"[-0.071, 0.917]",0.494,1.711,0.092
refined,k1,0.186,"[-0.31, 0.682]",0.496,0.747,0.458
refined,k2,-0.232,"[-1.044, 0.58]",0.812,-0.571,0.570
refined,k3,-0.268,"[-0.95, 0.413]",0.681,-0.786,0.435
refined,k4,0.193,"[-0.225, 0.611]",0.418,0.921,0.360
refined,k5,-0.036,"[-0.494, 0.422]",0.458,-0.157,0.876
