stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.565,"[-2.664, -0.467]",1.098,-2.845,0.006
norefined,c,-5.139,"[-9.074, -1.203]",3.935,-2.606,0.011
norefined,s,-4.191,"[-7.229, -1.153]",3.038,-2.753,0.008
norefined,k0,0.311,"[-0.87, 1.492]",1.181,0.525,0.601
norefined,k1,0.033,"[-1.232, 1.298]",1.265,0.052,0.958
norefined,k2,0.455,"[-1.242, 2.152]",1.697,0.535,0.594
norefined,k3,-1.510,"[-3.25, 0.23]",1.740,-1.732,0.088
norefined,k4,0.214,"[-0.722, 1.15]",0.936,0.456,0.650
norefined,k5,-0.414,"[-1.648, 0.82]",1.234,-0.670,0.505
refined,tt,-1.125,"[-1.645, -0.605]",0.520,-4.320,0.000
refined,c,-6.197,"[-9.173, -3.22]",2.977,-4.156,0.000
refined,s,-3.222,"[-4.717, -1.727]",1.495,-4.302,0.000
refined,k0,-0.176,"[-0.72, 0.368]",0.544,-0.646,0.520
refined,k1,-0.276,"[-0.818, 0.267]",0.542,-1.014,0.314
refined,k2,0.501,"[-0.411, 1.414]",0.912,1.097,0.276
refined,k3,-0.109,"[-0.901, 0.684]",0.792,-0.274,0.785
refined,k4,-0.014,"[-0.469, 0.442]",0.455,-0.060,0.953
refined,k5,-0.132,"[-0.639, 0.376]",0.508,-0.517,0.607
